mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
medium;action+expression;36;A photo of <|man_1|> and <|woman_1|> kneeling on the ground, the man looking determined while the woman looks thoughtful, Ultra HD quality.;man;woman;A photo of <|man_1|> kneeling on the ground, looking determined.;A photo of <|woman_1|> kneeling on the ground, looks thoughtful.
medium;action+expression;37;A photo of <|man_1|> and <|woman_1|> kneeling on the ground, both with serious expressions, Ultra HD quality.;man;woman;A photo of <|man_1|> kneeling on the ground, with serious expressions.;A photo of <|woman_1|> kneeling on the ground, with serious expressions.
medium;action+expression;38;A photo of <|woman_1|> and <|man_1|> kneeling on the ground, the woman looking excited while the man looks slightly amused, Ultra HD quality.;woman;man;A photo of <|woman_1|> kneeling on the ground, looking excited.;A photo of <|man_1|> kneeling on the ground, looks slightly amused.
medium;action+expression;39;A photo of <|woman_1|> and <|man_1|> kneeling on the ground, the woman looking worried while the man looks focused, Ultra HD quality.;woman;man;A photo of <|woman_1|> kneeling on the ground, looking worried.;A photo of <|man_1|> kneeling on the ground, looks focused.
medium;action+expression;40;A photo of <|woman_1|> and <|man_1|> squatting down, both looking focused, Ultra HD quality.;woman;man;A photo of <|woman_1|> squatting down, looking focused.;A photo of <|man_1|> squatting down, looking focused.
medium;action+expression;41;A photo of <|woman_1|> and <|man_1|> squatting down, both looking curious, Ultra HD quality.;woman;man;A photo of <|woman_1|> squatting down, looking curious.;A photo of <|man_1|> squatting down, looking curious.
medium;action+expression;42;A photo of <|man_1|> and <|woman_1|> squatting down, with the man looking shy and the woman looking confident, Ultra HD quality.;man;woman;A photo of <|man_1|> squatting down, looking shy.;A photo of <|woman_1|> squatting down, looking confident.
medium;action+expression;43;A photo of <|man_1|> and <|woman_1|> squatting down, with excited expressions, Ultra HD quality.;man;woman;A photo of <|man_1|> squatting down, with excited expressions.;A photo of <|woman_1|> squatting down, with excited expressions.
medium;action+expression;44;A photo of <|man_1|> and <|woman_1|> throwing a punch toward the camera, both looking determined , Ultra HD quality.;man;woman;A photo of <|man_1|> throwing a punch toward the camera, looking determined .;A photo of <|woman_1|> throwing a punch toward the camera, looking determined .
medium;action+expression;45;A photo of <|man_1|> and <|woman_1|> throwing a punch toward the camera, with focused eyes, Ultra HD quality.;man;woman;A photo of <|man_1|> throwing a punch toward the camera, with focused eyes.;A photo of <|woman_1|> throwing a punch toward the camera, with focused eyes.
medium;action+expression;46;A photo of <|woman_1|> and <|man_1|> throwing a punch toward the camera, the woman looking fierce while the man looks playful, Ultra HD quality.;woman;man;A photo of <|woman_1|> throwing a punch toward the camera, looking fierce.;A photo of <|man_1|> throwing a punch toward the camera, looks playful.
medium;action+expression;47;A photo of <|woman_1|> and <|man_1|> throwing a punch toward the camera, both with serious expressions, Ultra HD quality.;woman;man;A photo of <|woman_1|> throwing a punch toward the camera, with serious expressions.;A photo of <|man_1|> throwing a punch toward the camera, with serious expressions.
medium;action+expression;48;A photo of <|woman_1|> and <|man_1|> shrugging their shoulders, looking confused, Ultra HD quality.;woman;man;A photo of <|woman_1|> shrugging her shoulders, looking confused.;A photo of <|man_1|> shrugging her shoulders, looking confused.
medium;action+expression;49;A photo of <|woman_1|> and <|man_1|> shrugging their shoulders, looking uncertain, Ultra HD quality.;woman;man;A photo of <|woman_1|> shrugging her shoulders, looking uncertain.;A photo of <|man_1|> shrugging his shoulders, looking uncertain.
medium;action+expression;50;A photo of <|man_1|> and <|woman_1|> shrugging their shoulders, both with puzzled expressions, Ultra HD quality.;man;woman;A photo of <|man_1|> shrugging his shoulders, with puzzled expressions.;A photo of <|woman_1|> shrugging her shoulders, with puzzled expressions.
medium;action+expression;51;A photo of <|man_1|> and <|woman_1|> shrugging their shoulders, the man looking amused while the woman looks unsure, Ultra HD quality.;man;woman;A photo of <|man_1|> shrugging his shoulders, looking amused.;A photo of <|woman_1|> shrugging her shoulders, looks unsure.
medium;action+background;0;A photo of <|woman_1|> and <|man_1|> standing, in a cozy living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> standing.;A photo of <|man_1|> standing.
medium;action+background;1;A photo of <|woman_1|> and <|man_1|> standing, in a modern living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> standing.;A photo of <|man_1|> standing.
medium;action+background;2;A photo of <|man_1|> and <|woman_1|> standing, in a stone-paved alley, Ultra HD quality.;man;woman;A photo of <|man_1|> standing.;A photo of <|woman_1|> standing.
medium;action+background;3;A photo of <|man_1|> and <|woman_1|> standing, in an open square, Ultra HD quality.;man;woman;A photo of <|man_1|> standing.;A photo of <|woman_1|> standing.
medium;action+background;4;A photo of <|man_1|> and <|woman_1|> walking, in an open green park, Ultra HD quality.;man;woman;A photo of <|man_1|> walking.;A photo of <|woman_1|> walking.
medium;action+background;5;A photo of <|man_1|> and <|woman_1|> walking, in a dense forest, Ultra HD quality.;man;woman;A photo of <|man_1|> walking.;A photo of <|woman_1|> walking.
medium;action+background;6;A photo of <|woman_1|> and <|man_1|> walking, on a serene beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> walking.;A photo of <|man_1|> walking.
medium;action+background;7;A photo of <|woman_1|> and <|man_1|> walking, in a remote valley, Ultra HD quality.;woman;man;A photo of <|woman_1|> walking.;A photo of <|man_1|> walking.
medium;action+background;8;A photo of <|woman_1|> and <|man_1|> running, on a tropical beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> running.;A photo of <|man_1|> running.
medium;action+background;9;A photo of <|woman_1|> and <|man_1|> running, in a European town square, Ultra HD quality.;woman;man;A photo of <|woman_1|> running.;A photo of <|man_1|> running.
medium;action+background;10;A photo of <|man_1|> and <|woman_1|> running, on a quiet city street, Ultra HD quality.;man;woman;A photo of <|man_1|> running.;A photo of <|woman_1|> running.
medium;action+background;11;A photo of <|man_1|> and <|woman_1|> running, on a steep city street, Ultra HD quality.;man;woman;A photo of <|man_1|> running.;A photo of <|woman_1|> running.
medium;action+background;12;A photo of <|man_1|> and <|woman_1|> waving their hand, in a modern conference room, Ultra HD quality.;man;woman;A photo of <|man_1|> waving his hand.;A photo of <|woman_1|> waving her hand.
medium;action+background;13;A photo of <|man_1|> and <|woman_1|> waving their hand, in a modern office, Ultra HD quality.;man;woman;A photo of <|man_1|> waving his hand.;A photo of <|woman_1|> waving her hand.
medium;action+background;14;A photo of <|woman_1|> and <|man_1|> waving their hand, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A photo of <|woman_1|> waving her hand.;A photo of <|man_1|> waving his hand.
medium;action+background;15;A photo of <|woman_1|> and <|man_1|> waving their hand, in a serene rose garden, Ultra HD quality.;woman;man;A photo of <|woman_1|> waving her hand.;A photo of <|man_1|> waving his hand.
medium;action+background;16;A photo of <|woman_1|> and <|man_1|> clapping, in a sunlit pasture, Ultra HD quality.;woman;man;A photo of <|woman_1|> clapping.;A photo of <|man_1|> clapping.
medium;action+background;17;A photo of <|woman_1|> and <|man_1|> clapping, on a colorful basketball court, Ultra HD quality.;woman;man;A photo of <|woman_1|> clapping.;A photo of <|man_1|> clapping.
medium;action+background;18;A photo of <|man_1|> and <|woman_1|> clapping, in a reading room, Ultra HD quality.;man;woman;A photo of <|man_1|> clapping.;A photo of <|woman_1|> clapping.
medium;action+background;19;A photo of <|man_1|> and <|woman_1|> clapping, in a cozy living room, Ultra HD quality.;man;woman;A photo of <|man_1|> clapping.;A photo of <|woman_1|> clapping.
medium;action+background;20;A photo of <|man_1|> and <|woman_1|> putting their hands in their pockets, in a modern living room, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his hands in his pockets.;A photo of <|woman_1|> putting her hands in her pockets.
medium;action+background;21;A photo of <|man_1|> and <|woman_1|> putting their hands in their pockets, in a stone-paved alley, Ultra HD quality.;man;woman;A photo of <|man_1|> putting his hands in his pockets.;A photo of <|woman_1|> putting her hands in her pockets.
medium;action+background;22;A photo of <|woman_1|> and <|man_1|> putting their hands in their pockets, in an open square, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her hands in her pockets.;A photo of <|man_1|> putting his hands in his pockets.
medium;action+background;23;A photo of <|woman_1|> and <|man_1|> putting their hands in their pockets, in an open green park, Ultra HD quality.;woman;man;A photo of <|woman_1|> putting her hands in her pockets.;A photo of <|man_1|> putting his hands in his pockets.
medium;action+background;24;A photo of <|woman_1|> and <|man_1|> jumping up, in a dense forest, Ultra HD quality.;woman;man;A photo of <|woman_1|> jumping up.;A photo of <|man_1|> jumping up.
medium;action+background;25;A photo of <|woman_1|> and <|man_1|> jumping up, on a serene beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> jumping up.;A photo of <|man_1|> jumping up.
medium;action+background;26;A photo of <|man_1|> and <|woman_1|> jumping up, in a remote valley, Ultra HD quality.;man;woman;A photo of <|man_1|> jumping up.;A photo of <|woman_1|> jumping up.
medium;action+background;27;A photo of <|man_1|> and <|woman_1|> jumping up, on a tropical beach, Ultra HD quality.;man;woman;A photo of <|man_1|> jumping up.;A photo of <|woman_1|> jumping up.
medium;action+background;28;A photo of <|man_1|> and <|woman_1|> checking the time on their wristwatch, in a modern conference room, Ultra HD quality.;man;woman;A photo of <|man_1|> checking the time on his wristwatch.;A photo of <|woman_1|> checking the time on her wristwatch.
medium;action+background;29;A photo of <|man_1|> and <|woman_1|> checking the time on their wristwatch, in a European town square, Ultra HD quality.;man;woman;A photo of <|man_1|> checking the time on his wristwatch.;A photo of <|woman_1|> checking the time on her wristwatch.
medium;action+background;30;A photo of <|woman_1|> and <|man_1|> checking the time on their wristwatch, in a modern office, Ultra HD quality.;woman;man;A photo of <|woman_1|> checking the time on her wristwatch.;A photo of <|man_1|> checking the time on his wristwatch.
medium;action+background;31;A photo of <|woman_1|> and <|man_1|> checking the time on their wristwatch, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A photo of <|woman_1|> checking the time on her wristwatch.;A photo of <|man_1|> checking the time on his wristwatch.
